,gall_name,cmt_contents,label
79,baseball_new8,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
80,baseball_new8,ㅋㅋㅋㅋ,0
81,baseball_new8,ㅋㅋㅋㅋㅋ,0
82,baseball_new8,괴물이 되버렸노ㅋㅋ,0
83,baseball_new8,참된 어머니네,0
84,baseball_new8,이거 연말시상식 시즌에 나옴,0
85,baseball_new8,이거 연말시상식 시즌에 나옴,0
86,baseball_new8,당연한거아니냐  - dc App,0
87,baseball_new8,다리밑에서 주워옴 ㅋㅋ  - dc App,0
88,baseball_new8,농어랴~,0
89,baseball_new8,다희랴~,0
90,baseball_new8,다희눈나 존예 ㅋㅋ,0
91,baseball_new8,ㅋㅋㅋㅋㅋㅋ,0
92,baseball_new8,고아노,1
93,baseball_new8,태그뭔데  - dc App,0
94,baseball_new8,일부러 틀어놓고 이러네  - dc App,0
95,baseball_new8,카테고리ㅋㅋㅋ  - dc App,0
96,baseball_new8,야드코어 ㅋㅋㅋ,0
97,baseball_new8,ㅋㅋ  - dc App,0
98,baseball_new8,비닐 알루미늄 철 종이 플라스틱 -> 재활용,0
99,baseball_new8,비닐 따로 버리는거임?,0
100,baseball_new8,나 문재인 아들이랑 게이 커플인데,0
101,baseball_new8,빨리 결혼해라,0
102,baseball_new8,ㅋㅋ 그 여자랑 결혼하면 너 잡혀살듯,0
103,baseball_new8,어이어이 기만자일수도 있다구!,0
104,baseball_new8,잡혀가긴 뭘 잡혀가 니가 뭔 잘못을 했는데,0
105,baseball_new8,살인,0
106,baseball_new8,???,0
107,baseball_new8,똥양 유전자 쓰까로 더 좆같이 생겼을듯,1
108,baseball_new8,니가 뜨거운 효자라 그런듯  - dc App,0
109,baseball_new8,흠  - dc App,0
110,baseball_new8,나이가 몇인데 아직도 '엄마' ㅇㅈㄹ 이냐,1
111,baseball_new8,그럼 뭐라해   - dc App,0
112,baseball_new8,저 볼은 좀 유용하네,0
113,baseball_new8,ㅋㅋㅋ,0
114,baseball_new8,ㄹㅇ ㅋㅋ  - dc App,0
115,baseball_new8,ㄹㅇ ㅋㅋ,0
116,baseball_new8,전국민 사기,0
117,baseball_new8,유승준은?,0
118,baseball_new8,조김김 거의 확실,0
119,baseball_new8,안은?,0
120,baseball_new8,안은 좀애매,0
121,baseball_new8,11일에 발표하지 않을까,0
122,baseball_new8,지금도 대강나왔을거같은데,0
123,baseball_new8,와 피지컬 뭐냐 남미느낌이네,0
124,baseball_new8,이게여자다,0
125,baseball_new8,ㅋㅋ,0
126,baseball_new8,서른 후반이야 열몇살 차이임,0
127,baseball_new8,그건 주작이 아니라 낙하산,0
128,baseball_new8,주작으로도 믿지기 않아서 진실이자나 그건,0
129,baseball_new8,대출낀 집도 포함한거면 ㅎㅌㅊ 대출 없이 순자본이면 ㅅㅌㅊ,0
130,baseball_new8,순자본이면 ㅆㅅㅌㅊ지,0
131,baseball_new8,이거아니자나~,0
132,baseball_new8,주작은 착할수없다. 모순임,0
133,baseball_new8,엑스원은 못된주작 맞는데 아이즈원 프로미스나인은 존나 착했지 시발,1
134,baseball_new8,ㅇㅇ 인정  - dc App,0
135,baseball_new8,갤에선?,0
136,baseball_new8,갤에선 무엇이든 가능해서 안써놧음  - dc App,0
137,baseball_new8,3개,0
138,baseball_new8,"2개. 집 자아, 직장 자아",0
139,baseball_new8,집에서 좆병신 학교에서 아싸 알바에서 소심한남인데 인격 1개로 봐도 되는거냐?  - dc App,1
140,baseball_new8,ㅇㅇ  - dc App,0
141,baseball_new8,퍄퍄,0
142,baseball_new8,해체각,0
143,baseball_new8,첩자,0
144,baseball_new8,유동들,0
145,baseball_new8,ㅋㅋㅋ,0
146,baseball_new8,ㅋㅋㅋ,0
147,baseball_new8,서울대 합격이라고하면 바로가실분,0
148,baseball_new8,장x영,0
149,baseball_new8,차력사냐,0
150,baseball_new8,ㅇㅇ,0
151,baseball_new8,ㄴㄴ 세금은 그렇게 떼는게 아님. 부대비용을 뺀 이익에서 세금을 매김  - dc App,0
152,baseball_new8,ㄴ어쨋든  부대비용 거의 없는 여캠들은 저거랑 비슷하겠네?,0
153,baseball_new8,그 백인 나중에 바가지 땜에 뒤질려고 함,0
154,baseball_new8,ㅋㅋ,0
155,baseball_new8,ㅋ,0
156,baseball_new8,먼일인뎅?,0
157,baseball_new8,ㅋㅋ아냐 이유동아다타령하길래 놀릴라고,0
158,baseball_new8,아,0
159,baseball_new8,ㅇㅋ,0
160,baseball_new8,.,0
161,baseball_new8,비밀 추천 꾸욱,0
162,baseball_new8,자지말고 같이 놀자,0
163,baseball_new8,거긴 오줌이 나오는 곳이라구,1
164,baseball_new8,33살 노처녀 보지는 어때,1
165,baseball_new8,댐가능  - dc App,0
166,baseball_new8,아기고양이때 귀엽다고 덜컥 데리고 왔다가 크면서 못생겨지고 관리하기 힘드니까 버린듯  - dc App,0
167,baseball_new8,여갤러,0
168,baseball_new8,나를 찾아줘?,0
169,baseball_new8,싸이코년,1
170,baseball_new8,오,0
171,baseball_new8,보람좌 고우시다,0
172,baseball_new8,씹노잼ㅋㅋ,1
173,baseball_new8,ㄹㅇ,0
174,baseball_new8,공지로,0
175,baseball_new8,페미는 돼지라 결혼 못함,1
176,baseball_new8,넌 타의로 동정인거잖아,1
177,baseball_new8,애초에 넌 처녀밖에 못만나,0
178,baseball_new8,라고 나도 생각햇엇지,0
179,baseball_new8,커커  - dc App,0
180,baseball_new8,ㄷㄷ,0
181,baseball_new8,이쁘긴함,0
182,baseball_new8,딱봐도 **인데 ㅋㅋ  - dc App,0
183,baseball_new8,뭔데 나도 한번만,0
184,baseball_new8,마스크 꼈다고 못생긴거 안가려진다..,1
185,baseball_new8,걍평생쓰고다녀,0
186,baseball_new8,피부가디집어졉씀다여러분피부가디지버져써여,0
187,baseball_new8,아 ㅋㅋ - dc App,0
188,baseball_new8,아님,0
189,baseball_new8,뭔공개를안해,0
190,baseball_new8,한지가언젠데,0
191,baseball_new8,아님,0
192,baseball_new8,뭔공개를안해,0
193,baseball_new8,한지가언젠데,0
194,baseball_new8,쪼렙이네,0
195,baseball_new8,탈텀은 지능순  - dc App,1
196,baseball_new8,서버는?,0
197,baseball_new8,야남충 ㄷㄷ,1
198,baseball_new8,월드컵  - dc App,0
199,baseball_new8,존나 옛날임,0
200,baseball_new8,백작,0
201,baseball_new8,시미켄  - dc App,0
202,baseball_new8,송모찌  -뿡뿡,0
203,baseball_new8,고맙다,0
204,baseball_new8,ㅋ; - dc App,0
205,baseball_new8,개꼴,0
206,baseball_new8,ㅋㅋㅋㅋ,0
207,baseball_new8,내얘기네,0
208,baseball_new8,가기로 한거다 약속이다,0
209,baseball_new8,그래서 래퍼들도 작곡진에 들어감,0
210,baseball_new8,대박이네 랩만 잘한다고 래퍼아무나못하네,0
211,baseball_new8,ㅋㅋ,0
212,baseball_new8,내꺼나 빨아,1
213,baseball_new8,나도,0
214,baseball_new8,ㅋㅋㅋ,0
215,baseball_new8,윙가르디움 레비오싸!,0
216,baseball_new8,ㅋㅋㅋ,0
217,baseball_new8,통구이네,1
218,baseball_new8,머임? ㅋㅋㅋㅋㅋ,0
219,baseball_new8,http://m.dcinside.com/board/baseball_new8/7569505개추ㄱㄱ,0
220,baseball_new8,통이즈원,0
221,baseball_new8,http://m.dcinside.com/board/baseball_new8/7569505개추가즈아,0
222,baseball_new8,불날 뻔 했네,0
223,baseball_new8,http://m.dcinside.com/board/baseball_new8/7569505전라동요 신곡나옴,1
224,baseball_new8,방화즈원 ㅋㅋ  - dc App,0
225,baseball_new8,http://m.dcinside.com/board/baseball_new8/7569505전라동요 신곡나왓당,1
226,baseball_new8,ㅋㅋㅋㅋㅋㅋㅋ,0
227,baseball_new8,http://m.dcinside.com/board/baseball_new8/7569505전라동요 신곡 개추ㄱㄱ,1
228,baseball_new8,에어프라이어 받침에 물부어서 불껐나보다 ㅋㅋㅋ,0
229,baseball_new8,지도 뒤지긴 싫었나봄 ㅋㅋㅋㅋㅋㅋ,0
230,baseball_new8,http://m.dcinside.com/board/baseball_new8/7569505전라동요 신곡,1
231,baseball_new8,저런 건 집 밖에서 하면 안 되냐? 방화범으로 신고해야지.  - dc App,0
232,baseball_new8,여자로 태어났으면 너 페미하고 있었음,1
233,baseball_new8,응졷돼지년됨,1
234,baseball_new8,ㅁㅊ네,1
235,baseball_new8,이건 갔네,0
236,baseball_new8,보행자를 못보는 운전자 vs 포크레인을 못보는 보행자 ㄷㄷㄷ,0
237,baseball_new8,와..,0
238,baseball_new8,든든이잖아,0
239,baseball_new8,튼튼이 아니잖아,0
240,baseball_new8,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
241,baseball_new8,ㅋㅋㅋㅋㅋㅋ남발 봊,1
242,baseball_new8,ㄷㅈ,0
243,baseball_new8,ㅋㅋ,0
244,baseball_new8,걔는 걍 일본에있었으면 잘나갓을텐데,0
245,baseball_new8,ㅇㅇ,0
246,baseball_new8,찐 달린다  - dc App,0
247,baseball_new8,ㅋㅋㅋ,0
248,baseball_new8,무기발사정 가능,1
249,baseball_new8,ㅋㅋㅌ,0
250,baseball_new8,가슴 골반 둘다 있어야지,0
251,baseball_new8,이런글 보면 구라고  sky재학중이거나 대기업 사원임  이새끼들 기만오짐 ㅇㅇ,0
252,baseball_new8,난 진짜임,0
253,baseball_new8,난고졸인데   - dc App,0
254,baseball_new8,혀부딪히기,0
255,baseball_new8,설리  - dc App,0
256,baseball_new8,그분들은 어딜가도 잘될듯 소문나서,0
257,baseball_new8,핸드폰 하나는 비지니스용으로 쓰는 사람들도 있더라,0
258,baseball_new8,조선족인가,1
259,baseball_new8,찐  - dc App,1
260,baseball_new8,ㄷㅎ,0
261,baseball_new8,ㄷㅎ  - dc App,0
262,baseball_new8,엄마는 우리아들 믿어!,0
263,baseball_new8,ㄷㅈ,0
264,baseball_new8,ㄷㅎ  - dc App,0
265,baseball_new8,좀 정상적이고 노말한 선택지가 좋은거같다 나는  - dc App,0
266,baseball_new8,ㄷㅎ,0
267,baseball_new8,ㅋㅋㅋㅋ,0
268,baseball_new8,ppap 땄음 ㅅㄱ,0
269,baseball_new8,아프리카나 트위치 유튜브 하것지,0
270,baseball_new8,좀 뒤져,1
271,baseball_new8,ㅋㅋㅋ,0
272,baseball_new8,그래서 내가 갤럭시 쓰잖어,0
273,baseball_new8,개찐,1
274,baseball_new8,누군디,0
275,baseball_new8,쯔위다 쯔위 ㅋㅋㅋ - dc App,0
276,baseball_new8,ㄷㄷㄷㄷ,0
277,baseball_new8,누군디,0
278,baseball_new8,쯔위다 쯔위 ㅋㅋㅋ - dc App,0
279,baseball_new8,ㄷㄷㄷㄷ,0
280,baseball_new8,당연하지 결혼하고 자식까지 막 낳으면 연락 개뜸해짐,0
281,baseball_new8,ㅇㅇ 정상,0
282,baseball_new8,우리 아버지 5대이신데 2주마다 친구 6명이랑 캠핑 다니신다,0
283,baseball_new8,돈없는새끼 돈많은새끼 마음맞는새끼 파벌갈리게됨,0
284,baseball_new8,r,0
285,baseball_new8,f,0
286,baseball_new8,시발,1
287,baseball_new8,주작 씨발아  - dc App,1
288,baseball_new8,부럽다,0
289,baseball_new8,부럽ㅠ  - dc App,0
290,baseball_new8,야붕특) 지가 겪어ㅂ5지 못한 일이거나 자기 이해범위를 벗어난 일이면 주작으로 매도함,0
291,baseball_new8,갤9+,0
292,baseball_new8,갤8 q6  - dc App,0
293,baseball_new8,아7,0
294,baseball_new8,아8 - dc App,0
295,baseball_new8,11프로 - dc App,0
296,baseball_new8,갤s9,0
297,baseball_new8,아6s,0
298,baseball_new8,똥내,1
299,baseball_new8,누군데?  - dc App,0
300,baseball_new8,똥내무엇ㅋㅋㅋ,1
301,baseball_new8,똥내 좆되네,1
302,baseball_new8,걔가 얼굴 몸매 원탑아닌가,0
303,baseball_new8,ㅇㅇ,0
304,baseball_new8,절대 안와~  - dc App,0
305,baseball_new8,ㄹㅇ  - dc App,0
306,baseball_new8,ㅁㅊ네,1
307,baseball_new8,여학우 ㅋㅋ 틀이냐,1
308,baseball_new8,시줔ㅋㅋㅋㅋㅋㅋㅋㅋ,0
309,baseball_new8,니노조아  - dc App,0
310,baseball_new8,쌔끈한데,0
311,baseball_new8,후르츠링ㅋㅋㅋㅋㅋㅋㅋㅋ,0
312,baseball_new8,후르츠링 빼면 아다폭격기,1
313,baseball_new8,야갤러십멸치평균,1
314,baseball_new8,와우  - dc App,0
315,baseball_new8,인기 많을듯,0
316,baseball_new8,일수하냐,0
317,baseball_new8,뭔 외국 서적이라도 되는줄 알았는데 후르츠링ㅋㅋㅋㅋㅋㅋ,0
318,baseball_new8,ㅋㅋ,0
319,baseball_new8,몇살이였음,0
320,baseball_new8,맛잇더라,0
321,baseball_new8,보신탕 먹고 힘내  - dc App,0
322,baseball_new8,힘내라,0
323,baseball_new8,징그러워,0
324,baseball_new8,c발 컵으로 뚝배기 졸라 찍어버리고 싶네요^^ 낚시 좀 작작하세요,1
325,baseball_new8,씨발롬아  - dc App,1
326,baseball_new8,씨발련아,1
327,baseball_new8,섹스를해,1
328,baseball_new8,ㅋㅋ미친,1
329,baseball_new8,이제 뭔 고오스를 만들어놨노  - dc App,0
330,baseball_new8,애가 점점 납작해지내,0
331,baseball_new8,그럼 누구랑 결혼함,0
332,baseball_new8,멋지십니다. - dc App,0
333,baseball_new8,슬랜더네,0
334,baseball_new8,80kg인가요?,0
335,baseball_new8,살  살짝만 빼면 내취향,0
336,baseball_new8,ㄹㅇ 구라안치고 내스타일  -뿡뿡,0
337,baseball_new8,죽인다  - dc App,1
338,baseball_new8,고소안한다고 약속하면 평가해줌,0
339,baseball_new8,거식증잇냐,0
340,baseball_new8,하루에 유산소 2시간 ㄱㄱ,0
341,baseball_new8,시발  - dc App,1
342,baseball_new8,뒷태 ㄱ,0
343,baseball_new8,한남들 ㄹㅇ 미침,1
344,baseball_new8,게이야 여기 여장갤아니다,0
345,baseball_new8,이딴일개 갤러리에 모욕한다고 고소가되노?,0
346,baseball_new8,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 남자라던데 어케 딴사람들이 보빨하누,1
347,baseball_new8,절 대 해 명 해  - dc App,0
348,baseball_new8,그래도 민주주의여서 신분 상승 기회 있는게 어디냐,0
349,baseball_new8,덤프트럭 운전자분 생각도 좀 해,0
350,baseball_new8,거하게 쳣나보네,0
351,baseball_new8,단거리면 걍 저가 ㄱㄱ,0
352,baseball_new8,너도후장즙짱,1
353,baseball_new8,너도후장즙짱,1
354,baseball_new8,섹스  - dc App,1
355,baseball_new8,ㅇㅋ 땡ㅋ퓨 - dc App,0
356,baseball_new8,ㅔ  - dc App,1
357,baseball_new8,어이 마씨 닥치고 상자나 날라,0
358,baseball_new8,클린,0
359,baseball_new8,와 람차누나 미모보소  - dc App,0
360,baseball_new8,님 욕하는거 아니니까 화내러오지마셈 무서움  - dc App,0
361,baseball_new8,ㅋㅋ  - dc App,0
362,baseball_new8,ㅈㄴ 커여워 ㅋㅋㅋ - dc App,0
363,baseball_new8,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ - dc App,0
364,baseball_new8,핥아봐  - dc App,0
365,baseball_new8,좀 짠데 이거 비눗방울 묻은거땜에 그런거 아냐 원래?,0
366,baseball_new8,손잡이에서 무슨냄사남?,0
367,baseball_new8,좀 시큼한 냄새 나는데 비눗방울 냄새 아닐까?,0
368,baseball_new8,존나재미없네   - dc App,0
369,baseball_new8,진지하다,0
370,baseball_new8,신고  - dc App,0
371,baseball_new8,각도기 조심해라 - dc App,0
372,baseball_new8,저거말고 벤치에 앉은 여자사진이 진짜본인임,0
373,baseball_new8,그건 뭔데  - dc App,0
374,baseball_new8,저건 합성,0
375,baseball_new8,대전발바리 검색해봐라 ㅡ 진짜 쩐다 쩔어  - dc App,0
376,baseball_new8,더짧아졌노ㅋㅋ씹,1
377,baseball_new8,현장서 폰검사항,0
378,baseball_new8,폰검사하면 무슨 인증이 가능하냐? 그리고 텔레그램예약하면 끝까지 전화한번 안하고 예약가능?,0
379,baseball_new8,저게 ㄹㅇ 고딩이면 뭐 병 있는거 아니냐,0
380,baseball_new8,돈만네,0
381,baseball_new8,ㅂㅅ,1
382,baseball_new8,이거 씹노잼이라지웟음  - dc App,1
383,baseball_new8,ㅋㅋ 광고 위약금 돈 대신물어주네  - dc App,0
384,baseball_new8,ㅋㅋ,0
385,baseball_new8,빻,1
386,baseball_new8,93 94 95 96 다 있음 개망  - dc App,0
387,baseball_new8,미유만 없으면 빰,0
388,baseball_new8,꼴잘알,0
389,baseball_new8,위 아래 동일인이냐? ㄷ ㄷ ㄷ ㄷ ㄷ - dc App,0
390,baseball_new8,경-계,0
391,baseball_new8,저런 생물이 실존하는거라니 신기했었는듯,0
392,baseball_new8,존나 못생기거나 더럽거나 냄새나면 눈치주려고 빤히 쳐다봄,0
393,baseball_new8,정산받으면 범죄임,0
394,baseball_new8,못받을듯,0
395,baseball_new8,ㅋㅋㅋㅋㅋㅋㅋ,0
396,baseball_new8,정산받으면 범죄임,0
397,baseball_new8,못받을듯,0
398,baseball_new8,ㅋㅋㅋㅋㅋㅋㅋ,0
399,baseball_new8,백만년전부터 해왔어,0
400,baseball_new8,쌍팔년도에도 했을텐데 뭔ㅋ,0
401,baseball_new8,섹스도 함,0
402,baseball_new8,섹도하는데 안하겠냐 ㅋㅋㅋㅋ,0
403,baseball_new8,ㅇ,0
404,baseball_new8,ㅋㅋ,0
405,baseball_new8,니후장뚫면유명,1
406,baseball_new8,ㅋㅋ - dc App,0
407,baseball_new8,ㅋㅋ,0
408,baseball_new8,멸치단속반,0
409,baseball_new8,개무섭네 - dc App,0
410,baseball_new8,박재홍인줄 알았네,0
411,baseball_new8,20대아니고?,0
412,baseball_new8,이거 ㄹㅇ임?  - dc App,0
413,baseball_new8,시발 ㅋㅋㅋㅋ,1
414,baseball_new8,ㅇ,0
415,baseball_new8,ㅇ,0
416,baseball_new8,ㅇ,0
417,baseball_new8,ㅗㅜㅑ ㅋㅋㅋㅋ,0
418,baseball_new8,아침기사 들고와서 뒷북이냐 병신아,1
419,baseball_new8,슬림근육에 존잘/꽃미남  - dc App,0
420,baseball_new8,걍잘생긴,0
421,baseball_new8,존나 성형티없이 순수하게 생겨서 좋더라,0
422,baseball_new8,수수한게 좋지,0
423,baseball_new8,윽,0
424,baseball_new8,ㅋㅋ  - dc App,0
425,baseball_new8,찐,1
426,baseball_new8,느그애미 보지 찐빵ㅋㅋ,1
427,baseball_new8,윽,0
428,baseball_new8,ㅋㅋ  - dc App,0
429,baseball_new8,찐,1
430,baseball_new8,느그애미 보지 찐빵ㅋㅋ,1
431,baseball_new8,효성 솔로성적 생각해보셈ㅋㅋ,0
432,baseball_new8,인방에 저런여캠 널림,0
433,baseball_new8,ㄴㄱ?,0
434,baseball_new8,지금 위에 디씨콘 단 놈,0
435,baseball_new8,야갤에서 유명함?,0
436,baseball_new8,ㅇㅇ 맨날 저 디싸콘 존나 달고 다님. 남자인데 유동들이 존나 보빨함,1
437,baseball_new8,ㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 송모찌 ㅋㅋㅋㅋㅋㅋ,0
438,baseball_new8,보추 ㅋㅋㅋㅋ,1
439,baseball_new8,케바  - dc App,0
440,baseball_new8,여친 고딩인ㄴ데 핑보더라,1
441,baseball_new8,hkt좆망그룹인데 뭐라노,1
442,baseball_new8,아이즈원 당시에 무슨 투표한거 2위인가 3위했다던데,0
443,baseball_new8,아이즈원이 아니라 akb,0
444,baseball_new8,akb에서 제일큰 투표2등인데 이제 거의 망해서 쓸데없음,0
445,baseball_new8,그렇군,0
446,baseball_new8,어차피 에케비 좆망테크탄ㄴ중이라 빨리졸압하고 더늙기전에 한국에서 돈벌어야지,1
447,baseball_new8,에케비1등할래? 주작얽힌 아이즈원1년할래? 하면 닥후자,0
448,baseball_new8,ㄷㄷ  - dc App,0
449,baseball_new8,아  - dc App,0
450,baseball_new8,http://m.dcinside.com/board/baseball_new8/7569505개추ㄱㄱ,0
451,baseball_new8,어허 모찌님에게 과도한 성희롱은 자제해주세요,0
452,baseball_new8,어허 무릎배게가 성희롱인가요 제가 넣을게라 했나요 음란한 상상자제입니다만,0
453,baseball_new8,http://m.dcinside.com/board/baseball_new8/7569505개추ㄱㄱ,0
454,baseball_new8,발크네,0
455,baseball_new8,ㅋㅋㅋㅋㅋㅋ,0
456,baseball_new8,옷빠이펴고 돌아오라,1
457,baseball_new8,ㅋㅋㅋㅋㅋ - dc App,0
458,baseball_new8,뭐지 이거 진짠가 ㅋㅋ,0
459,baseball_new8,http://m.dcinside.com/board/baseball_new8/7569505ㄱㄱ,0
460,baseball_new8,첫번째는 뭐임?  - dc App,0
461,baseball_new8,야밤에 택시에서 내려서 누구네 집에 메다닥 뛰어가는 컷,0
462,baseball_new8,코가 입체고  - dc App,0
463,baseball_new8,코가 무슨 코알라코여,0
464,baseball_new8,왜 나누냐는 새낀 한명도 없음 병신아 ㅋㅋㅋㅋㅋ 지들끼리 2종류로 나눠서 개성없애고있다했지,1
465,baseball_new8,아니 지들끼리 나눠서 개성없애는것도 동의는 하겟는데 ㅋㅋㅋ 왜 나누냐고 하는새끼는 실제로 잇다. 니가 몰라서 그러는거 ㅋㅋ,1
466,baseball_new8,찐  - dc App,1
467,baseball_new8,마치 임진왜란이 조선의 승리라는듯한..ㅋㅋ  - dc App,0
468,baseball_new8,ㅋㅋ - 자칭 대표 관종 ㅂㅅ임,1
469,baseball_new8,존나 징그럽네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
470,baseball_new8,쿠퍼액 새는거바,1
471,baseball_new8,그러네 ㅋㅋ,0
472,baseball_new8,ㄷㄷ,0
473,baseball_new8,맞은줄 알았는데 피했네 ㅁㅊ,0
474,baseball_new8,봉구야 사랑해  - dc App,0
475,baseball_new8,신인 걔네,0
476,baseball_new8,이름 머임,0
477,baseball_new8,와,0
478,baseball_new8,애남자님  - dc App,0
479,baseball_new8,아 다른찐으로 달아줘  - dc App,0
480,baseball_new8,아학은 무혐의임,0
481,baseball_new8,네다아,1
482,baseball_new8,응 아싸,1
483,baseball_new8,꿀돼지 500배,0
484,baseball_new8,귀염상이 아니라 예쁜거지  - dc App,0
485,baseball_new8,존예인데 ㄷㄷ  - dc App,0
486,baseball_new8,ㅅ - 자칭 대표 관종 ㅂㅅ임,1
487,baseball_new8,ㅅ - 자칭 대표 관종 ㅂㅅ임,1
488,baseball_new8,ㅅ - 자칭 대표 관종 ㅂㅅ임,1
489,baseball_new8,ㄹㅇ,0
490,baseball_new8,ㅅ - 자칭 대표 관종 ㅂㅅ임,1
491,baseball_new8,아이돌씹덕들한텐 문제임  - dc App,1
492,baseball_new8,대국민 사기,0
493,baseball_new8,아이즈원 떨어진애들이랑 붙은애들 차이를보셈,0
494,baseball_new8,"몰라 , 어떤데???",0
495,baseball_new8,"떨어진애들:데뷔못하는애들 태반, 데뷔해도 대중들 노관심붙은애들:전국투어다님, 한일 양국에서 앨범내고 잘나감",0
496,baseball_new8,닭근혜 ㅋㅋ,1
497,baseball_new8,차단  - dc App,0
